Targets,Site_length,,,,,,,,,,,,
1.0843,15,,,,,,,,,,,,
1.1102,15,,,,,,,,,,,,
1.1484,22,,,,,,,,,,,,
1.8068,29,,,,,,,,,,,,
0.36,22,,,,,,,,,,,,
1.1475,22,,,,,,,,,,,,
1.8075,29,,,,,,,,,,,,
1.1477,22,,,,,,,,,Site_Length,Average of Targets,StdDev of Targets,Count of Targets
0.3967,15,,,,,,,,,,,,
0.4053,8,,,,,,,,,,,,
1.101,15,,,,,,,,,,,,
0.4259,15,,,,,,,,,,,,
0.3587,22,,,,,,,,,,,,
1.0015,15,,,,,,,,,,,,
0.3599,22,,,,,,,,,,,,
0.419,15,,,,,,,,,,,,
1.1456,22,,,,,,,,,,,,
0.3556,22,,,,,,,,,,,,
1.0878,15,,,,,,,,,,,,
1.1425,22,,,,,,,,,,,,
0.4293,22,,,,,,,,,,,,
1.1438,22,,,,,,,,,,,,
0.4274,22,,,,,,,,,,,,
0.4158,15,,,,,,,,,,,,
1.1467,22,,,,,,,,,,,,
1.084,15,,,,,,,,,,,,
0.431,22,,,,,,,,,,,,
1.8083,29,,,,,,,,,,,,
0.357,22,,,,,,,,,,,,
1.1456,22,,,,,,,,,,,,
1.8089,29,,,,,,,,,,,,
0.4001,15,,,,,,,,,,,,
1.1041,15,,,,,,,,,,,,
0.3584,22,,,,,,,,,,,,
1.8086,29,,,,,,,,,,,,
0.4204,8,,,,,,,,,,,,
1.1496,22,,,,,,,,,,,,
1.8075,29,,,,,,,,,,,,
0.3901,15,,,,,,,,,,,,
1.1079,15,,,,,,,,,,,,
1.8057,29,,,,,,,,,,,,
0.4047,15,,,,,,,,,,,,
1.1083,15,,,,,,,,,,,,
1.1443,22,,,,,,,,,,,,
1.8084,29,,,,,,,,,,,,
0.4291,15,,,,,,,,,,,,
0.3595,22,,,,,,,,,,,,
1.8088,29,,,,,,,,,,,,
0.3069,15,,,,,,,,,,,,
1.8077,29,,,,,,,,,,,,
0.4057,8,,,,,,,,,,,,
0.3588,22,,,,,,,,,,,,
1.1454,22,,,,,,,,,,,,
1.1113,15,,,,,,,,,,,,
0.3564,22,,,,,,,,,,,,
1.1294,22,,,,,,,,,,,,
0.426,8,,,,,,,,,,,,
0.4254,15,,,,,,,,,,,,
1.8072,29,,,,,,,,,,,,
1.0016,15,,,,,,,,,,,,
0.3997,15,,,,,,,,,,,,
0.3565,22,,,,,,,,,,,,
1.808,29,,,,,,,,,,,,
1.1454,22,,,,,,,,,,,,
1.1102,15,,,,,,,,,,,,
1.1457,22,,,,,,,,,,,,
0.2763,15,,,,,,,,,,,,
1.1457,22,,,,,,,,,,,,
1.1099,15,,,,,,,,,,,,
0.352,15,,,,,,,,,,,,
1.1477,22,,,,,,,,,,,,
0.4058,8,,,,,,,,,,,,
0.3579,22,,,,,,,,,,,,
1.1091,15,,,,,,,,,,,,
1.1466,22,,,,,,,,,,,,
1.1068,15,,,,,,,,,,,,
1.1447,22,,,,,,,,,,,,
1.1007,15,,,,,,,,,,,,
0.4014,15,,,,,,,,,,,,
1.1396,22,,,,,,,,,,,,
1.8088,29,,,,,,,,,,,,
0.3548,22,,,,,,,,,,,,
1.1242,15,,,,,,,,,,,,
1.1099,15,,,,,,,,,,,,
0.2747,15,,,,,,,,,,,,
0.4293,22,,,,,,,,,,,,
1.8083,29,,,,,,,,,,,,
1.1401,22,,,,,,,,,,,,
0.358,15,,,,,,,,,,,,
0.2725,22,,,,,,,,,,,,
1.039,15,,,,,,,,,,,,
0.275,15,,,,,,,,,,,,
0.2754,22,,,,,,,,,,,,
1.8085,29,,,,,,,,,,,,
0.4187,8,,,,,,,,,,,,
1.8076,29,,,,,,,,,,,,
0.4315,15,,,,,,,,,,,,
1.1472,22,,,,,,,,,,,,
1.8104,29,,,,,,,,,,,,
0.4083,8,,,,,,,,,,,,
0.3518,15,,,,,,,,,,,,
1.0842,15,,,,,,,,,,,,
0.4323,15,,,,,,,,,,,,
0.3564,22,,,,,,,,,,,,
1.146,22,,,,,,,,,,,,
1.1091,15,,,,,,,,,,,,
0.3506,22,,,,,,,,,,,,
1.1428,22,,,,,,,,,,,,
0.3571,15,,,,,,,,,,,,
1.1117,15,,,,,,,,,,,,
0.3619,22,,,,,,,,,,,,
0.3521,15,,,,,,,,,,,,
1.1452,22,,,,,,,,,,,,
0.353,15,,,,,,,,,,,,
1.1404,22,,,,,,,,,,,,
1.1093,15,,,,,,,,,,,,
1.8101,29,,,,,,,,,,,,
0.299,8,,,,,,,,,,,,
1.8084,29,,,,,,,,,,,,
0.299,15,,,,,,,,,,,,
1.1486,22,,,,,,,,,,,,
0.4327,22,,,,,,,,,,,,
0.3997,15,,,,,,,,,,,,
1.1437,22,,,,,,,,,,,,
1.144,22,,,,,,,,,,,,
1.095,15,,,,,,,,,,,,
1.1445,22,,,,,,,,,,,,
1.8081,29,,,,,,,,,,,,
0.4153,22,,,,,,,,,,,,
0.4338,15,,,,,,,,,,,,
1.1103,15,,,,,,,,,,,,
1.8093,29,,,,,,,,,,,,
1.1396,22,,,,,,,,,,,,
1.15,22,,,,,,,,,,,,
0.6529,15,,,,,,,,,,,,
1.809,29,,,,,,,,,,,,
1.0989,15,,,,,,,,,,,,
0.2765,22,,,,,,,,,,,,
1.1784,22,,,,,,,,,,,,
1.109,15,,,,,,,,,,,,
0.3519,22,,,,,,,,,,,,
0.2964,15,,,,,,,,,,,,
1.149,22,,,,,,,,,,,,
1.8076,29,,,,,,,,,,,,
0.3557,8,,,,,,,,,,,,
0.4242,15,,,,,,,,,,,,
1.1427,22,,,,,,,,,,,,
0.4304,22,,,,,,,,,,,,
1.1468,22,,,,,,,,,,,,
1.8079,29,,,,,,,,,,,,
1.1406,22,,,,,,,,,,,,
1.0949,15,,,,,,,,,,,,
0.3571,15,,,,,,,,,,,,
1.8095,29,,,,,,,,,,,,
1.1046,15,,,,,,,,,,,,
0.4084,15,,,,,,,,,,,,
0.1721,8,,,,,,,,,,,,
0.3573,15,,,,,,,,,,,,
1.142,22,,,,,,,,,,,,
1.8084,29,,,,,,,,,,,,
1.0843,15,,,,,,,,,,,,
0.4232,22,,,,,,,,,,,,
0.3559,15,,,,,,,,,,,,
0.4231,8,,,,,,,,,,,,
1.1422,22,,,,,,,,,,,,
1.8103,29,,,,,,,,,,,,
0.4039,15,,,,,,,,,,,,
1.809,29,,,,,,,,,,,,
1.8086,29,,,,,,,,,,,,
1.0837,15,,,,,,,,,,,,
0.3696,15,,,,,,,,,,,,
1.1788,22,,,,,,,,,,,,
1.0017,15,,,,,,,,,,,,
0.6532,15,,,,,,,,,,,,
0.2711,15,,,,,,,,,,,,
1.1453,22,,,,,,,,,,,,
0.3515,8,,,,,,,,,,,,
0.3586,22,,,,,,,,,,,,
1.1074,15,,,,,,,,,,,,
1.8084,29,,,,,,,,,,,,
0.355,15,,,,,,,,,,,,
1.8093,29,,,,,,,,,,,,
1.1468,22,,,,,,,,,,,,
1.1184,15,,,,,,,,,,,,
1.8085,29,,,,,,,,,,,,
1.1438,22,,,,,,,,,,,,
0.4174,8,,,,,,,,,,,,
0.3598,22,,,,,,,,,,,,
1.1465,22,,,,,,,,,,,,
1.8093,29,,,,,,,,,,,,
1.0808,15,,,,,,,,,,,,
0.4249,15,,,,,,,,,,,,
0.4163,15,,,,,,,,,,,,
0.3931,22,,,,,,,,,,,,
0.3644,15,,,,,,,,,,,,
0.2742,8,,,,,,,,,,,,
1.0851,15,,,,,,,,,,,,
0.3588,22,,,,,,,,,,,,
0.3518,15,,,,,,,,,,,,
1.145,22,,,,,,,,,,,,
0.3883,15,,,,,,,,,,,,
1.1497,22,,,,,,,,,,,,
1.8094,29,,,,,,,,,,,,
1.1484,22,,,,,,,,,,,,
0.415,15,,,,,,,,,,,,
0.3922,8,,,,,,,,,,,,
0.436,22,,,,,,,,,,,,
1.1048,15,,,,,,,,,,,,
1.1478,22,,,,,,,,,,,,
1.1055,15,,,,,,,,,,,,
0.419,15,,,,,,,,,,,,
0.2831,8,,,,,,,,,,,,
1.1382,22,,,,,,,,,,,,
1.1077,15,,,,,,,,,,,,
0.3864,15,,,,,,,,,,,,
1.8092,29,,,,,,,,,,,,
0.4335,22,,,,,,,,,,,,
1.1424,22,,,,,,,,,,,,
1.8102,29,,,,,,,,,,,,
0.359,22,,,,,,,,,,,,
1.1348,22,,,,,,,,,,,,
0.2605,8,,,,,,,,,,,,
0.394,15,,,,,,,,,,,,
1.1062,15,,,,,,,,,,,,
0.3599,22,,,,,,,,,,,,
1.8093,29,,,,,,,,,,,,
0.2749,15,,,,,,,,,,,,
1.8095,29,,,,,,,,,,,,
0.3532,15,,,,,,,,,,,,
0.3592,22,,,,,,,,,,,,
1.8087,29,,,,,,,,,,,,
0.4181,22,,,,,,,,,,,,
1.8091,29,,,,,,,,,,,,
0.4014,15,,,,,,,,,,,,
0.2984,22,,,,,,,,,,,,
0.4099,8,,,,,,,,,,,,
1.0958,15,,,,,,,,,,,,
1.8093,29,,,,,,,,,,,,
1.0999,15,,,,,,,,,,,,
1.8056,29,,,,,,,,,,,,
0.4176,15,,,,,,,,,,,,
1.8062,29,,,,,,,,,,,,
0.4216,15,,,,,,,,,,,,
0.652,15,,,,,,,,,,,,
1.1474,22,,,,,,,,,,,,
0.3526,15,,,,,,,,,,,,
0.3573,22,,,,,,,,,,,,
0.4001,15,,,,,,,,,,,,
1.8079,29,,,,,,,,,,,,
1.1017,15,,,,,,,,,,,,
1.1469,22,,,,,,,,,,,,
0.3587,22,,,,,,,,,,,,
1.8072,29,,,,,,,,,,,,
1.1445,22,,,,,,,,,,,,
1.104,15,,,,,,,,,,,,
1.8092,29,,,,,,,,,,,,
1.147,22,,,,,,,,,,,,
0.4284,15,,,,,,,,,,,,
0.3488,22,,,,,,,,,,,,
1.0871,15,,,,,,,,,,,,
1.8095,29,,,,,,,,,,,,
0.4225,15,,,,,,,,,,,,
0.3962,15,,,,,,,,,,,,
0.278,15,,,,,,,,,,,,
1.1438,22,,,,,,,,,,,,
0.2971,8,,,,,,,,,,,,
0.4022,15,,,,,,,,,,,,
1.1438,22,,,,,,,,,,,,
0.2773,22,,,,,,,,,,,,
1.1466,22,,,,,,,,,,,,
1.1383,22,,,,,,,,,,,,
1.809,29,,,,,,,,,,,,
1.1097,15,,,,,,,,,,,,
0.3717,22,,,,,,,,,,,,
0.3997,15,,,,,,,,,,,,
0.65,15,,,,,,,,,,,,
1.1465,22,,,,,,,,,,,,
0.3924,15,,,,,,,,,,,,
0.3975,15,,,,,,,,,,,,
0.3478,8,,,,,,,,,,,,
1.8074,29,,,,,,,,,,,,
1.1434,22,,,,,,,,,,,,
1.0897,15,,,,,,,,,,,,
1.809,29,,,,,,,,,,,,
1.1519,22,,,,,,,,,,,,
0.301,15,,,,,,,,,,,,
1.8068,29,,,,,,,,,,,,
0.3584,22,,,,,,,,,,,,
1.1378,22,,,,,,,,,,,,
1.1075,15,,,,,,,,,,,,
1.8089,29,,,,,,,,,,,,
1.1461,22,,,,,,,,,,,,
0.3887,15,,,,,,,,,,,,
0.2827,8,,,,,,,,,,,,
1.8098,29,,,,,,,,,,,,
1.8087,29,,,,,,,,,,,,
0.9428,15,,,,,,,,,,,,
0.3579,22,,,,,,,,,,,,
0.3999,15,,,,,,,,,,,,
0.4195,8,,,,,,,,,,,,
0.3521,22,,,,,,,,,,,,
0.3003,15,,,,,,,,,,,,
1.8081,29,,,,,,,,,,,,
1.1458,22,,,,,,,,,,,,
0.3498,8,,,,,,,,,,,,
1.1459,22,,,,,,,,,,,,
1.8081,29,,,,,,,,,,,,
1.1404,22,,,,,,,,,,,,
0.4029,15,,,,,,,,,,,,
1.8087,29,,,,,,,,,,,,
1.1466,22,,,,,,,,,,,,
0.4117,15,,,,,,,,,,,,
0.3479,22,,,,,,,,,,,,
1.8091,29,,,,,,,,,,,,
0.3564,22,,,,,,,,,,,,
1.1396,22,,,,,,,,,,,,
0.3506,15,,,,,,,,,,,,
1.8096,29,,,,,,,,,,,,
1.119,15,,,,,,,,,,,,
0.4123,15,,,,,,,,,,,,
0.4021,22,,,,,,,,,,,,
1.8077,29,,,,,,,,,,,,
1.1041,15,,,,,,,,,,,,
1.8068,29,,,,,,,,,,,,
1.1478,22,,,,,,,,,,,,
0.3014,15,,,,,,,,,,,,
1.1375,22,,,,,,,,,,,,
1.1455,22,,,,,,,,,,,,
1.8097,29,,,,,,,,,,,,
0.4354,22,,,,,,,,,,,,
0.2949,8,,,,,,,,,,,,
1.0892,15,,,,,,,,,,,,
1.8065,29,,,,,,,,,,,,
1.1482,22,,,,,,,,,,,,
0.4208,8,,,,,,,,,,,,
1.1417,22,,,,,,,,,,,,
0.302,15,,,,,,,,,,,,
1.809,29,,,,,,,,,,,,
1.1058,15,,,,,,,,,,,,
0.3595,22,,,,,,,,,,,,
1.8084,29,,,,,,,,,,,,
1.1042,15,,,,,,,,,,,,
0.3549,15,,,,,,,,,,,,
0.3583,22,,,,,,,,,,,,
1.8093,29,,,,,,,,,,,,
0.3709,8,,,,,,,,,,,,
1.1454,22,,,,,,,,,,,,
0.3592,22,,,,,,,,,,,,
1.1458,22,,,,,,,,,,,,
1.0877,15,,,,,,,,,,,,
0.4014,8,,,,,,,,,,,,
0.3577,22,,,,,,,,,,,,
1.1023,15,,,,,,,,,,,,
0.368,22,,,,,,,,,,,,
1.8084,29,,,,,,,,,,,,
0.4129,8,,,,,,,,,,,,
1.0339,15,,,,,,,,,,,,
0.3567,15,,,,,,,,,,,,
1.8071,29,,,,,,,,,,,,
0.3587,22,,,,,,,,,,,,
0.4292,22,,,,,,,,,,,,
1.8089,29,,,,,,,,,,,,
1.1042,15,,,,,,,,,,,,
0.3563,15,,,,,,,,,,,,
0.3625,8,,,,,,,,,,,,
0.3823,22,,,,,,,,,,,,
0.3929,15,,,,,,,,,,,,
0.3574,22,,,,,,,,,,,,
1.1474,22,,,,,,,,,,,,
1.0974,15,,,,,,,,,,,,
0.943,15,,,,,,,,,,,,
1.1467,22,,,,,,,,,,,,
1.8083,29,,,,,,,,,,,,
1.1449,22,,,,,,,,,,,,
0.4121,8,,,,,,,,,,,,
1.8083,29,,,,,,,,,,,,
0.9417,15,,,,,,,,,,,,
1.1776,22,,,,,,,,,,,,
0.3887,15,,,,,,,,,,,,
1.1042,15,,,,,,,,,,,,
1.1427,22,,,,,,,,,,,,
0.2754,15,,,,,,,,,,,,
1.096,15,,,,,,,,,,,,
1.1479,22,,,,,,,,,,,,
0.4019,15,,,,,,,,,,,,
0.3603,22,,,,,,,,,,,,
0.6529,15,,,,,,,,,,,,
1.1434,22,,,,,,,,,,,,
0.3904,22,,,,,,,,,,,,
1.8069,29,,,,,,,,,,,,
0.954,15,,,,,,,,,,,,
1.8092,29,,,,,,,,,,,,
0.6528,15,,,,,,,,,,,,
1.8093,29,,,,,,,,,,,,
0.3741,8,,,,,,,,,,,,
0.385,22,,,,,,,,,,,,
1.1013,15,,,,,,,,,,,,
1.1454,22,,,,,,,,,,,,
1.144,22,,,,,,,,,,,,
0.355,22,,,,,,,,,,,,
0.4141,15,,,,,,,,,,,,
0.2942,8,,,,,,,,,,,,
1.8069,29,,,,,,,,,,,,
0.3006,15,,,,,,,,,,,,
1.1471,22,,,,,,,,,,,,
0.4174,15,,,,,,,,,,,,
1.8079,29,,,,,,,,,,,,
0.3665,15,,,,,,,,,,,,
1.0994,15,,,,,,,,,,,,
0.2839,15,,,,,,,,,,,,
0.2841,22,,,,,,,,,,,,
1.8088,29,,,,,,,,,,,,
1.1377,22,,,,,,,,,,,,
0.4298,22,,,,,,,,,,,,
1.1131,15,,,,,,,,,,,,
0.3922,15,,,,,,,,,,,,
1.8061,29,,,,,,,,,,,,
0.3593,22,,,,,,,,,,,,
0.4311,15,,,,,,,,,,,,
1.8093,29,,,,,,,,,,,,
0.3555,22,,,,,,,,,,,,
1.1028,15,,,,,,,,,,,,
0.3617,22,,,,,,,,,,,,
0.4152,15,,,,,,,,,,,,
1.8083,29,,,,,,,,,,,,
0.2995,8,,,,,,,,,,,,
0.3586,22,,,,,,,,,,,,
0.4088,15,,,,,,,,,,,,
1.8085,29,,,,,,,,,,,,
0.9602,15,,,,,,,,,,,,
1.1428,22,,,,,,,,,,,,
0.3886,15,,,,,,,,,,,,
0.2765,22,,,,,,,,,,,,
1.1374,22,,,,,,,,,,,,
1.0364,15,,,,,,,,,,,,
1.8081,29,,,,,,,,,,,,
1.1458,22,,,,,,,,,,,,
0.4324,15,,,,,,,,,,,,
0.3531,22,,,,,,,,,,,,
0.361,15,,,,,,,,,,,,
1.1019,15,,,,,,,,,,,,
1.8092,29,,,,,,,,,,,,
0.3599,22,,,,,,,,,,,,
0.2937,8,,,,,,,,,,,,
1.1388,22,,,,,,,,,,,,
1.112,15,,,,,,,,,,,,
1.8073,29,,,,,,,,,,,,
0.3587,22,,,,,,,,,,,,
1.1444,22,,,,,,,,,,,,
0.296,8,,,,,,,,,,,,
1.0143,15,,,,,,,,,,,,
0.4219,15,,,,,,,,,,,,
1.1478,22,,,,,,,,,,,,
1.1451,22,,,,,,,,,,,,
0.4337,22,,,,,,,,,,,,
0.4195,8,,,,,,,,,,,,
1.8086,29,,,,,,,,,,,,
1.1081,15,,,,,,,,,,,,
1.1396,22,,,,,,,,,,,,
0.4295,22,,,,,,,,,,,,
1.8089,29,,,,,,,,,,,,
1.8091,29,,,,,,,,,,,,
1.1479,22,,,,,,,,,,,,
0.415,8,,,,,,,,,,,,
1.808,29,,,,,,,,,,,,
1.1478,22,,,,,,,,,,,,
1.8092,29,,,,,,,,,,,,
0.4198,8,,,,,,,,,,,,
1.0021,15,,,,,,,,,,,,
0.3764,22,,,,,,,,,,,,
1.8069,29,,,,,,,,,,,,
0.4275,8,,,,,,,,,,,,
0.3562,22,,,,,,,,,,,,
1.8086,29,,,,,,,,,,,,
0.4155,22,,,,,,,,,,,,
1.0966,15,,,,,,,,,,,,
1.1015,15,,,,,,,,,,,,
0.3605,22,,,,,,,,,,,,
0.3949,15,,,,,,,,,,,,
1.109,15,,,,,,,,,,,,
0.3493,22,,,,,,,,,,,,
0.3526,15,,,,,,,,,,,,
1.8081,29,,,,,,,,,,,,
0.2892,8,,,,,,,,,,,,
1.8072,29,,,,,,,,,,,,
1.0394,15,,,,,,,,,,,,
0.4329,15,,,,,,,,,,,,
0.3574,22,,,,,,,,,,,,
0.4209,8,,,,,,,,,,,,
1.8085,29,,,,,,,,,,,,
1.1123,15,,,,,,,,,,,,
0.4297,15,,,,,,,,,,,,
0.3566,22,,,,,,,,,,,,
1.1455,22,,,,,,,,,,,,
1.8086,29,,,,,,,,,,,,
0.4197,15,,,,,,,,,,,,
1.083,15,,,,,,,,,,,,
1.1381,22,,,,,,,,,,,,
0.3558,22,,,,,,,,,,,,
0.4082,8,,,,,,,,,,,,
0.4207,15,,,,,,,,,,,,
1.1461,22,,,,,,,,,,,,
0.4301,22,,,,,,,,,,,,
1.1429,22,,,,,,,,,,,,
0.3591,22,,,,,,,,,,,,
